ein,fre15,name15,add15,type15,subtype15,rev_15,fre12,name12,add12,type12,subtype12,rev_12,diff,diff_per,Name,lat,long,addree,status,source,flag_keep
232656376,3,rural education and development inc,"PO BOX 29286,94129-0286",P,P20,1323297,3,rural education and development inc,"1016 LINCOLN AVENUE,94129-1717",P,P20,3068933.667,-1745636.667,-56.88088621,"1016 LINCOLN AVENUE,94129-1717",38.1465822,-121.2782164,"1016 Lincoln Ave, Lodi, CA 95240, USA",Partial Match,Google,NA
300105351,3,independence square rhf housing inc,"911 N STUDEBAKER ROAD,90815-4900",L,L21,1160508.667,3,independence square rhf housing inc,"911 N STUDEBAKER ROAD,90815-4900",L,L21,1139485.667,21023,1.844955195,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
310956562,3,friendship house iii inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,2858499.667,3,friendship house iii inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,2898739.667,-40240,-1.388189511,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
311025386,3,lafontaine center inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,643112.6667,3,lafontaine center inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,638415.6667,4697,0.735727559,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
311042917,3,villa greentree inc yellowwood terrace,"911 NORTH STUDEBAKER ROAD,90815-4900",L,L22,2113714.667,3,villa greentree inc yellowwood terrace,"911 NORTH STUDEBAKER ROAD,90815-4900",L,L22,2263298.333,-149583.6667,-6.60910073,"911 NORTH STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
311135796,3,adam and bruce housing corporation adam and bruce apartments,"911 N STUDEBAKER ROAD,90815-4900",L,L22,418841,3,adam and bruce housing corporation adam and bruce apartments,"911 N STUDEBAKER ROAD,90815-4900",L,L22,411498,7343,1.784455818,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
311135803,3,hoosier valley housing corporation capital court,"911 N STUDEBAKER ROAD,90815-4900",L,L22,422833,3,hoosier valley housing corporation capital court,"911 N STUDEBAKER ROAD,90815-4900",L,L22,401710.3333,21122.66667,5.25818355,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
311575444,3,abbey rhf housing inc retirement housing foundation,"911 N STUDEBAKER ROAD,90815-4900",L,L22,435986.6667,3,abbey rhf housing inc retirement housing foundation,"911 N STUDEBAKER ROAD,90815-4900",L,L22,342371,93615.66667,27.34334002,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
330209754,3,walking shield inc,"22541 ASPAN ST STE E,92630-6320",P,P84,1128082.333,3,walking shield inc,"22541 ASPAN ST STE E,92630-6320",P,P84,1006963.333,121119,12.02814402,"22541 ASPAN ST STE E,92630-6320",33.6354579,-117.7141076,"22541 Aspan St STE E, Lake Forest, CA 92630, USA",Match,Google,NA
330221566,3,converse kokomo oic housing services inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,188691.6667,3,converse kokomo oic housing services inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,211424,-22732.33333,-10.75201176,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
330845610,3,the bridge,"874 SEACOAST DR,91932-1829",J,J20,171135,3,the bridge,"874 SEACOAST DR,91932-1829",J,J20,294094.6667,-122959.6667,-41.80955339,"874 SEACOAST DR,91932-1829",32.5804365,-117.1320078,"874 Seacoast Dr, Imperial Beach, CA 91932, USA",Match,Google,NA
383683155,3,pace universal,"1 NORTH CALLE CESAR CHAVEZ SUITE 10,93103-3662",G,G54,174908,3,pace universal,"1603 COPENHAGEN DRIVE,93463-0000",G,G54,128132.6667,46775.33333,36.50539285,"1603 COPENHAGEN DRIVE,93463-0000",34.59569,-120.1415786,"1603 Copenhagen Dr, Solvang, CA 93463, USA",Match,Google,NA
651205183,3,breast and gyn health project,"987 8TH ST,95521-6109",G,G32,333963.6667,3,breast and gyn health project,"987 8TH ST,95521-6109",G,G32,239891.3333,94072.33333,39.21456104,"987 8TH ST,95521-6109",40.8684826,-124.0891104,"987 8th St, Arcata, CA 95521, USA",Match,Google,NA
680222320,3,sierra service project,"1516 DEL PASO BLVD,95815-3013",O,O20,1057140.667,3,sierra service project,"5740 WINDMILL WAY STE 17,95608-1379",O,O20,936788.3333,120352.3333,12.84733478,"5740 WINDMILL WAY STE 17,95608-1379",38.647823,-121.3297714,"5740 Windmill Way #17, Carmichael, CA 95608, USA",Match,Google,NA
680285726,3,two feathers nafs,"1560 BETTY COURT A,95519-4178",P,P40,405309.3333,3,two feathers nafs,"2355 CENTRAL AVE STE C,95519-3684",P,P40,524404,-119094.6667,-22.71048021,"2355 CENTRAL AVE STE C,95519-3684",40.947928,-124.1006103,"2355 Central Ave STE C, McKinleyville, CA 95519, USA",Match,Google,NA
861111104,3,fathers heart foundation,"1072 S DE ANZA BLVD STE A107-496,95129-3557",G,G43,784077.3333,3,fathers heart foundation,"10420 IMPERIAL AVE,95014-5930",G,G43,799871.6667,-15794.33333,-1.974608427,"10420 IMPERIAL AVE,95014-5930",37.3167232,-122.0530929,"10420 Imperial Ave, Cupertino, CA 95014, USA",Match,Google,NA
900138566,3,little flock childrens homes inc,"4060 HUNTINGTON ST,94619-2960",P,P70,221155.3333,3,little flock childrens homes inc,"4060 HUNTINGTON ST,94619-2960",P,P70,276156.6667,-55001.33333,-19.91671394,"4060 HUNTINGTON ST,94619-2960",37.7909585,-122.186068,"4060 Huntington St, Oakland, CA 94619, USA",Match,Google,NA
941437713,3,saint agnes medical center,"1303 E HERNDON AVE,93720-3309",E,E22,479761824.3,3,saint agnes medical center,"1303 E HERNDON AVE,93720-3309",E,E22,456210597.7,23551226.67,5.162358522,"1303 E HERNDON AVE,93720-3309",36.8352022,-119.7655278,"1303 E Herndon Ave, Fresno, CA 93720, USA",Match,Google,NA
941665831,3,strong family health center,"1203 OAK ST,96101-3225",P,P84,1157600.667,3,strong family health center,"1203 OAK ST,96101-3225",P,P84,1209686,-52085.33333,-4.305690347,"1203 OAK ST,96101-3225",41.4948615,-120.545882,"1203 Oak St, Alturas, CA 96101, USA",Match,Google,NA
941678296,3,inter tribal council of california inc,"3425 ARDEN WAY,95825-2018",P,P84,1515612.667,3,inter tribal council of california inc,"2755 COTTAGE WAY STE 14,95825-1221",P,P84,1807781.333,-292168.6667,-16.16172605,"2755 COTTAGE WAY STE 14,95825-1221",38.6039442,-121.3982473,"2755 Cottage Way #14, Sacramento, CA 95825, USA",Match,Google,NA
942429703,3,pit river health service inc,"36977 PARK AVE,96013-4067",E,E32,4728398,3,pit river health service inc,"36977 PARK AVE,96013-4067",E,E32,4132136,596262,14.42987356,"36977 PARK AVE,96013-4067",40.8758018,-121.6721917,"36977 Park Ave, Burney, CA 96013, USA",Match,Google,NA
942882426,3,roundhouse council,"PO BOX 217,95947-0217",P,P84,196930,3,roundhouse council,"PO BOX 217,95947-0217",P,P84,197804,-874,-0.44185153,"PO BOX 217,95947-0217",40.1652914,-120.8498944,"Greenville, CA 95947, USA",Partial Match,Google,NA
943255933,3,tribal law and policy institute,"8235 SANTA MONICA BLVD STE 211,90046-5968",P,P84,3174527.667,3,tribal law and policy institute,"8235 SANTA MONICA BLVD STE 211,90046-5968",P,P84,2015937,1158590.667,57.47157112,"8235 SANTA MONICA BLVD STE 211,90046-5968",34.0910577,-118.3687025,"8235 Santa Monica Blvd #211, West Hollywood, CA 90046, USA",Match,Google,NA
951816053,3,young mens christian association of orange,"146 N GRAND ST,92866-1512",P,P27,894009.6667,3,young mens christian association of orange,"146 N GRAND ST,92866-0000",P,P27,1494374.667,-600365,-40.17499851,"146 N GRAND ST,92866-0000",33.7887574,-117.8512443,"146 N Grand St, Orange, CA 92866, USA",Match,Google,NA
952158363,3,santa maria valley young mens christian association,"3400 SKYWAY DR,93455-2504",P,P27,2537524.333,3,santa maria valley young mens christian association,"3400 SKYWAY DR,93455-2504",P,P27,2241397,296127.3333,13.2117306,"3400 SKYWAY DR,93455-2504",34.8984234,-120.4430544,"3400 Skyway Dr, Orcutt, CA 93455, USA",Match,Google,NA
953622332,3,cove communities senior association joslyn center,"73750 CATALINA WAY,92260-2906",P,P81,920604.6667,3,cove communities senior association joslyn center,"73750 CATALINA WAY,92260-2906",P,P81,822777.3333,97827.33333,11.88989164,"73750 CATALINA WAY,92260-2906",33.7266777,-116.3785811,"73750 Catalina Way, Palm Desert, CA 92260, USA",Match,Google,NA
953815145,3,diakonia housing inc longellow plaza,"911 N STUDEBAKER ROAD,90815-4900",P,P70,864935.6667,3,diakonia housing inc longellow plaza,"911 N STUDEBAKER ROAD,90815-4900",P,P70,844128.3333,20807.33333,2.46494905,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
953952505,3,shelbyville inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,437593,3,shelbyville inc,"911 N STUDEBAKER ROAD,90815-4900",L,L22,418838.6667,18754.33333,4.477698652,"911 N STUDEBAKER ROAD,90815-4900",33.7807223,-118.1030779,"911 N Studebaker Rd, Long Beach, CA 90815, USA",Match,Google,NA
956053264,3,future farmers of america state associations and local chapter california state association,"PO BOX 460,95632-0460",O,O52,3091330.333,3,future farmers of america state associations and local chapter california state association,"PO BOX 460,95632-0460",O,O52,2984902.667,106427.6667,3.565532232,"PO BOX 460,95632-0460",38.2855625,-121.2855249,"Galt, CA 95632, USA",Partial Match,Google,NA
300037857,3,venture strategies for health and development,"962 ARLINGTON AVE,94709-5144",E,E0122,140060.6667,3,venture strategies for health and development,"2115 MILVIA STREET SUITE 4A,94704-1259",E,E0122,312842,-172781.3333,-55.22958341,"2115 MILVIA STREET SUITE 4A,94704-1259",37.8703729,-122.270365,"2115 Milvia St #4A, Berkeley, CA 94704, USA",Match,Google,NA
562500794,3,givelight foundation,"PO BOX 62362,94088-2362",L,L12,894301,3,givelight foundation,"PO BOX 62362,94088-2362",L,L12,541651,352650,65.10649846,"PO BOX 62362,94088-2362",37.42,-122,"ONIZUKA AFB, CA 94088, USA",Partial Match,Google,NA
770035928,3,mercy medical center merced foundation,"2740 M ST,95340-2813",E,E11,1001441,3,mercy medical center merced foundation,"2740 M ST,95340-2813",E,E1120,1174042.667,-172601.6667,-14.7014816,"2740 M ST,95340-2813",37.3121086,-120.4780831,"2740 M St, Merced, CA 95340, USA",Match,Google,NA
941156307,3,breathe california of the bay area,"1469 PARK AVE,95126-2530",G,G45,717844.6667,3,breathe california of the bay area,"1469 PARK AVE,95126-2530",G,G45,879675.3333,-161830.6667,-18.39663573,"1469 PARK AVE,95126-2530",37.3300196,-121.9197995,"1469 Park Ave, San Jose, CA 95126, USA",Match,Google,NA
941160953,3,breathe california central coast,"971 N MAIN ST SUIT 7A,93906-3957",G,G45,48595,2,breathe california central coast,"971 N MAIN ST SUIT 7A,93906-3957",G,G45,63309,-14714,-23.24156123,"971 N MAIN ST SUIT 7A,93906-3957",36.6925782,-121.6531665,"971 N Main St #7A, Salinas, CA 93906, USA",Match,Google,NA
941641240,3,breathe california of sacramento emigrant trails,"909 12TH STREET,95814-2931",G,G45,1001504.667,3,breathe california of sacramento emigrant trails,"909 12TH STREET,95814-2931",G,G45,1131152,-129647.3333,-11.46153066,"909 12TH STREET,95814-2931",38.5802434,-121.490089,"909 12th St, Sacramento, CA 95814, USA",Match,Google,NA
942833431,3,child abuse council of sacramento,"4700 ROSEVILLE ROAD,95660-5143",I,I72,6537935.333,3,child abuse council of sacramento,"4700 ROSEVILLE ROAD,95660-5143",I,I72,8650048,-2112112.667,-24.41735198,"4700 ROSEVILLE ROAD,95660-5143",38.6533409,-121.3880652,"4700 Roseville Rd, North Highlands, CA 95660, USA",Match,Google,NA
951643983,3,boy scouts of america 49 san diego imperial council,"1207 UPAS ST,92103-5127",O,O41,5280685.333,3,boy scouts of america 49 san diego imperial council,"1207 UPAS ST,92103-5127",O,O41,6107760.333,-827075,-13.54137941,"1207 UPAS ST,92103-5127",32.740171,-117.153499,"1207 Upas St, San Diego, CA 92103, USA",Match,Google,NA
954194642,3,david horowitz freedom center,"14148 MAGNOLIA BLVD STE 103,91423-6414",O,O40,6971831.667,3,david horowitz freedom center,"14148 MAGNOLIA BLVD STE 103,91423-6414",O,O40,6291229.667,680602,10.81826664,"14148 MAGNOLIA BLVD STE 103,91423-6414",34.16457,-118.4416191,"14148 W Magnolia Blvd #103, Sherman Oaks, CA 91423, USA",Match,Google,NA
930999373,3,benevolent enterprises inc alpine camping services and camp,"PO BOX 297,92305-0297",N,N20,374779,3,benevolent enterprises inc alpine camping services and camp,"PO BOX 297,92305-0297",N,N20,543328.6667,-168549.6667,-31.02167749,"PO BOX 297,92305-0297",34.1752565,-116.8674757,"Angelus Oaks, CA 92305, USA",Partial Match,Google,NA
432049502,3,americare neurosurgery international,"PO BOX 620940,94062-0940",G,G9B,41519.33333,2,americare neurosurgery international,"PO BOX 620940,94062-0940",G,G9B,12967,28552.33333,220.192283,"PO BOX 620940,94062-0940",37.4108927,-122.2880726,"Redwood City, CA 94062, USA",Partial Match,Google,NA
941725018,3,family bridges inc,"168 11TH ST,94607-4841",P,P84,5979600,3,family bridges inc,"168 11TH ST,94607-4841",P,P84,6185615,-206015,-3.330549994,"168 11TH ST,94607-4841",37.7998606,-122.2656103,"168 11th St, Oakland, CA 94607, USA",Match,Google,NA
942420708,3,next door solutions to domestic violence,"234 E GISH RD STE 200,95112-4724",P,P43,2687247.667,3,next door solutions to domestic violence,"234 E GISH RD STE 200,95112-4724",P,P43,2528856.667,158391,6.263344304,"234 E GISH RD STE 200,95112-4724",37.3630019,-121.9040628,"234 E Gish Rd #200, San Jose, CA 95112, USA",Match,Google,NA
954740304,3,s p i r a l foundation,"211 VANCE ST,90272-4413",P,P20,41845,3,s p i r a l foundation,"211 VANCE ST,90272-4413",P,P20,128442,-86597,-67.42109279,"211 VANCE ST,90272-4413",34.0312012,-118.5180302,"211 Vance St, Pacific Palisades, CA 90272, USA",Match,Google,NA
943188064,3,behavioral intervention association,"2354 POWELL ST STE A,94608-1738",F,F0320,3541838.667,3,behavioral intervention association,"2354 POWELL ST STE A,94608-1738",F,F0320,2516129.667,1025709,40.76534741,"2354 POWELL ST STE A,94608-1738",37.8377724,-122.302231,"2354 Powell St STE A, Emeryville, CA 94608, USA",Match,Google,NA
208659471,3,niapele project sustainable refugeehope,"3932 LEGION LN,90039-1425",P,P84,22729.33333,3,niapele project sustainable refugeehope,"3932 LEGION LN,90039-1425",P,P84,31046,-8316.666667,-26.78820675,"3932 LEGION LN,90039-1425",34.1219546,-118.2689293,"3932 Legion Ln, Los Angeles, CA 90039, USA",Partial Match,Google,NA
202241947,3,empowered community services,"6269 VARIEL AVE STE D,91364-4432",P,P20,19654,2,empowered community services,"6269 VARIEL AVE STE D,91367-7754",P,P20,30190,-10536,-34.89897317,"6269 VARIEL AVE STE D,91367-7754",34.1846399,-118.5937947,"6269 Variel Ave STE D, Woodland Hills, CA 91367, USA",Match,Google,NA
651189447,3,kidcare international,"1580 N CLAREMONT BLVD,91711-5747",P,P33,125616.3333,3,kidcare international,"1580 N CLAREMONT BLVD,91711-5747",P,P33,576166.6667,-450550.3333,-78.19791727,"1580 N CLAREMONT BLVD,91711-5747",34.1119734,-117.7004525,"1580 N Claremont Blvd, Claremont, CA 91711, USA",Match,Google,NA
954344165,3,beeve foundation for world eye and health inc,"PO BOX 823,91046-0823",E,E70,259193.6667,3,beeve foundation for world eye and health inc,"PO BOX 823,91046-0823",E,E70,158883,100310.6667,63.13492738,"PO BOX 823,91046-0823",34.211442,-118.240734,"Verdugo City, CA 91046, USA",Partial Match,Google,NA
680441958,3,center for healthcare decisions inc,"955 UNIVERSITY AVE STE C,95825-6735",E,E70,202340.3333,3,center for healthcare decisions inc,"3400 DATA DR,95670-7956",E,E70,400757,-198416.6667,-49.51046811,"3400 DATA DR,95670-7956",38.5850037,-121.2949523,"3400 Data Dr, Rancho Cordova, CA 95670, USA",Match,Google,NA
943168118,3,immune enhancment project,"3450 I 6TH STREET,94114-1730",G,G81,118257.3333,3,immune enhancment project,"3450 16TH ST,94114-1730",G,G81,211047.3333,-92790,-43.96644039,"3450 16TH ST,94114-1730",37.7646919,-122.4299659,"3450 16th St, San Francisco, CA 94114, USA",Match,Google,NA
954295719,3,pamc health foundation inc,"625 W COLLEGE ST STE 209,90012-3059",E,E11,198723.3333,3,pamc health foundation inc,"625 W COLLEGE ST STE 209,90012-3059",E,E11,62945.66667,135777.6667,215.7061381,"625 W COLLEGE ST STE 209,90012-3059",34.0653717,-118.2406982,"625 W College St #209, Los Angeles, CA 90012, USA",Match,Google,NA
954503734,3,blessings foundation inc,"PO BOX 18410,92623-8410",L,L99,382001.6667,3,blessings foundation inc,"701 S ATLANTIC BLVD STE 268B,91754-3846",L,L99,403388.3333,-21386.66667,-5.301756372,"701 S ATLANTIC BLVD STE 268B,91754-3846",34.0539554,-118.1365434,"701 S Atlantic Blvd #268B, Monterey Park, CA 91754, USA",Match,Google,NA
942448381,3,west bay pilipino multi service corporation,"175 7TH ST,94103-2835",F,F21,182934.6667,3,west bay pilipino multi service corporation,"175 7TH ST,94103-2835",F,F21,156317,26617.66667,17.02800506,"175 7TH ST,94103-2835",37.7784863,-122.4096633,"175 7th St, San Francisco, CA 94103, USA",Match,Google,NA
